#
# Charmm Parameters from CHARMM22
#
# $Id: radii.dat,v 1.3 2005/07/20 15:03:00 johns Exp $
#
GLU	OE2	-0.76	1.7682	-0.152
GLUP	CD	0.75	2.0000	-0.070
GLUP	CG	-0.21	1.9924	-0.070
GLUP	HE2	0.44	1.2500	-0.031
GLUP	HG1	0.09	1.2600	-0.026
GLUP	HG2	0.09	1.2600	-0.026
GLUP	OE1	-0.55	1.7700	-0.152
GLUP	OE2	-0.61	0.6500	0.0000
GLY	C	0.51	2.0000	-0.110
GLY	CA	-0.02	1.9924	-0.070
GLY	HA1	0.09	0.7000	-0.046
GLY	HA2	0.09	0.7000	-0.046
GLY	HN	0.31	1.2500	-0.031
GLY	N	-0.47	1.8500	-0.200
GLY	O	-0.51	1.7000	-0.120
GLYP	CA	0.13	1.9924	-0.070
GLYP	HA1	0.09	0.7000	-0.046
GLYP	HA2	0.09	0.7000	-0.046
GLYP	HT1	0.33	1.4680	-0.007
GLYP	HT2	0.33	1.4680	-0.007
GLYP	HT3	0.33	1.4680	-0.007
GLYP	N	-0.30	1.8500	-0.200
GUA	C1'	0.16	2.010	-0.056
GUA	C2	0.75	1.8000	-0.18
GUA	C2'	0.14	2.010	-0.056
GUA	C3'	0.01	2.010	-0.056
GUA	C4	0.26	2.275	-0.02
GUA	C4'	0.16	2.010	-0.056
GUA	C5	0.00	2.275	-0.02
GUA	C5'	-0.08	1.9924	-0.07
GUA	C6	0.54	1.9000	-0.09
GUA	C8	0.25	2.275	-0.02
GUA	H1	0.26	1.3582	-0.03
GUA	H1'	0.09	1.26	-0.026
GUA	H2'	0.43	1.3400	-0.024
GUA	H2''	0.09	1.26	-0.026
GUA	H21	0.32	0.9000	-0.046
GUA	H22	0.35	0.9000	-0.046
GUA	H3'	0.09	1.26	-0.026
GUA	H4'	0.09	1.26	-0.026
GUA	H5'	0.09	1.85	-0.20
GUA	H5''	0.09	1.85	-0.20
GUA	H8	0.16	0.2245	-0.046
GUA	N1	-0.34	1.85	-0.20
GUA	N2	-0.68	1.85	-0.20
GUA	N3	-0.74	1.85	-0.20
GUA	N7	-0.60	1.70	-0.120
GUA	N9	-0.02	1.85	-0.20
GUA	O1P	-0.78	1.77	-0.152
GUA	O2'	-0.66	2.0000	-0.07
GUA	O2P	-0.78	1.77	-0.152
GUA	O3'	-0.57	1.77	-0.152
GUA	O4'	-0.50	1.9000	-0.10
GUA	O5'	-0.57	1.77	-0.152
GUA	O6	-0.51	1.70	-0.120
GUA	P	1.50	2.27	-0.150
HEME	C1A	0.12	1.8000	-0.050
HEME	C1B	0.12	1.8000	-0.050
HEME	C1C	0.12	1.8000	-0.050
HEME	C1D	0.12	1.8000	-0.050
HEME	C2A	-0.06	1.8000	-0.050
HEME	C2B	-0.06	1.8000	-0.050
HEME	C2C	-0.06	1.8000	-0.050
HEME	C2D	-0.06	1.8000	-0.050
HEME	C3A	-0.06	1.8000	-0.050
HEME	C3B	-0.06	1.8000	-0.050
HEME	C3C	-0.06	1.8000	-0.050
HEME	C3D	-0.06	1.8000	-0.050
HEME	C4A	0.12	1.8000	-0.050
HEME	C4B	0.12	1.8000	-0.050
HEME	C4C	0.12	1.8000	-0.050
HEME	C4D	0.12	1.8000	-0.050
HEME	CAA	-0.18	1.9924	-0.070
HEME	CAB	-0.20	2.0000	-0.110
HEME	CAC	-0.20	2.0000	-0.110
HEME	CAD	-0.18	1.9924	-0.070
HEME	CBA	-0.28	1.9924	-0.070
HEME	CBB	-0.20	2.0000	-0.110
HEME	CBC	-0.20	2.0000	-0.110
HEME	CBD	-0.28	1.9924	-0.070
HEME	CGA	0.62	2.0000	-0.070
HEME	CGD	0.62	2.0000	-0.070
HEME	CHA	-0.10	2.2000	-0.110
HEME	CHB	-0.10	2.2000	-0.110
HEME	CHC	-0.10	2.2000	-0.110
HEME	CHD	-0.10	2.2000	-0.110
HEME	CMA	-0.27	0.2245	-0.046
HEME	CMB	-0.27	0.2245	-0.046
HEME	CMC	-0.27	0.2245	-0.046
HEME	CMD	-0.27	0.2245	-0.046
HEME	FE	0.24	1.0900	-0.250
HEME	HA	0.10	1.2600	-0.026
HEME	HAA1	0.09	1.2600	-0.026
HEME	HAA2	0.09	1.2600	-0.026
HEME	HAB	0.20	1.2600	-0.026
HEME	HAC	0.20	1.2600	-0.026
HEME	HAD1	0.09	1.2600	-0.026
HEME	HAD2	0.09	1.2600	-0.026
HEME	HB	0.10	1.2600	-0.026
HEME	HBA1	0.09	1.2600	-0.026
HEME	HBA2	0.09	1.2600	-0.026
HEME	HBB1	0.10	1.2600	-0.026
HEME	HBB2	0.10	1.2600	-0.026
HEME	HBC1	0.10	1.2600	-0.026
HEME	HBC2	0.10	1.2600	-0.026
HEME	HBD1	0.09	1.2600	-0.026
HEME	HBD2	0.09	1.2600	-0.026
HEME	HC	0.10	1.2600	-0.026
HEME	HD	0.10	1.2600	-0.026
HEME	HMA1	0.09	1.2600	-0.026
HEME	HMA2	0.09	1.2600	-0.026
HEME	HMA3	0.09	1.2600	-0.026
HEME	HMB1	0.09	1.2600	-0.026
HEME	HMB2	0.09	1.2600	-0.026
HEME	HMB3	0.09	1.2600	-0.026
HEME	HMC1	0.09	1.2600	-0.026
HEME	HMC2	0.09	1.2600	-0.026
HEME	HMC3	0.09	1.2600	-0.026
HEME	HMD1	0.09	1.2600	-0.026
HEME	HMD2	0.09	1.2600	-0.026
HEME	HMD3	0.09	1.2600	-0.026
HEME	NA	-0.18	1.8500	-0.200
HEME	NB	-0.18	1.8500	-0.200
HEME	NC	-0.18	1.8500	-0.200
HEME	ND	-0.18	1.8500	-0.200
HEME	O1A	-0.76	1.7682	-0.152
HEME	O1D	-0.76	1.7682	-0.152
HEME	O2A	-0.76	1.7682	-0.152
HEME	O2D	-0.76	1.7682	-0.152
HS2	CB	-0.08	1.9924	-0.070
HS2	CD2	-0.05	1.8000	-0.090
HS2	CE1	0.25	1.8000	-0.090
HS2	CG	0.22	1.8000	-0.090
HS2	HB1	0.09	1.2600	-0.026
HS2	HB2	0.09	1.2600	-0.026
HS2	HD2	0.09	1.8500	-0.200
HS2	HE1	0.13	0.2245	-0.046
HS2	HE2	0.32	1.2500	-0.031
HS2	ND1	-0.70	1.7000	-0.120
HS2	NE2	-0.36	1.7000	-0.120
HSD	C	0.51	2.0000	-0.110
HSD	CA	0.07	2.0600	-0.080
HSD	CB	-0.09	1.9924	-0.070
HSD	CD2	0.22	1.8000	-0.090
HSD	CE1	0.25	1.8000	-0.090
HSD	CG	-0.05	1.8000	-0.090
HSD	HA	0.09	0.7000	-0.046
HSD	HB1	0.09	1.2600	-0.026
HSD	HB2	0.09	1.2600	-0.026
HSD	HD1	0.32	1.2500	-0.031
HSD	HD2	0.10	1.8500	-0.200
HSD	HE1	0.13	0.2245	-0.046
HSD	HN	0.31	1.2500	-0.031
HSD	N	-0.47	1.8500	-0.200
HSD	ND1	-0.36	1.7000	-0.120
HSD	NE2	-0.70	1.7000	-0.120
HSD	O	-0.51	1.7000	-0.120
HSE	C	0.51	2.0000	-0.110
HSE	CA	0.07	2.0600	-0.080
HSE	CB	-0.08	1.9924	-0.070
HSE	CD2	-0.05	1.8000	-0.090
HSE	CE1	0.25	1.8000	-0.090
HSE	CG	0.22	1.8000	-0.090
HSE	HA	0.09	0.7000	-0.046
HSE	HB1	0.09	1.2600	-0.026
HSE	HB2	0.09	1.2600	-0.026
HSE	HD2	0.09	1.8500	-0.200
HSE	HE1	0.13	0.2245	-0.046
HSE	HE2	0.32	1.2500	-0.031
HSE	HN	0.31	1.2500	-0.031
HSE	N	-0.47	1.8500	-0.200
HSE	ND1	-0.70	1.7000	-0.120
HSE	NE2	-0.36	1.7000	-0.120
HSE	O	-0.51	1.7000	-0.120
HSP	C	0.51	2.0000	-0.110
HSP	CA	0.07	2.0600	-0.080
HSP	CB	-0.05	1.9924	-0.070
HSP	CD2	0.19	1.8000	-0.090
HSP	CE1	0.32	1.8000	-0.090
HSP	CG	0.19	1.8000	-0.090
HSP	HA	0.09	0.7000	-0.046
HSP	HB1	0.09	1.2600	-0.026
HSP	HB2	0.09	1.2600	-0.026
HSP	HD1	0.44	1.2500	-0.031
HSP	HD2	0.13	0.2245	-0.046
HSP	HE1	0.18	1.8500	-0.200
HSP	HE2	0.44	1.2500	-0.031
HSP	HN	0.31	1.2500	-0.031
HSP	N	-0.47	1.8500	-0.200
HSP	ND1	-0.51	1.7000	-0.120
HSP	NE2	-0.51	1.7000	-0.120
HSP	O	-0.51	1.7000	-0.120
ILE	C	0.51	2.0000	-0.110
ILE	CA	0.07	2.0600	-0.080
ILE	CB	-0.09	2.0600	-0.080
ILE	CD	-0.27	0.2245	-0.046
ILE	CG1	-0.18	1.9924	-0.070
ILE	CG2	-0.27	0.2245	-0.046
ILE	HA	0.09	0.7000	-0.046
ILE	HB	0.09	1.2600	-0.026
ILE	HD1	0.09	1.2600	-0.026
ILE	HD2	0.09	1.2600	-0.026
ILE	HD3	0.09	1.2600	-0.026
ILE	HG11	0.09	1.2600	-0.026
ILE	HG12	0.09	1.2600	-0.026
ILE	HG21	0.09	1.2600	-0.026
ILE	HG22	0.09	1.2600	-0.026
ILE	HG23	0.09	1.2600	-0.026
ILE	HN	0.31	1.2500	-0.031
ILE	N	-0.47	1.8500	-0.200
ILE	O	-0.51	1.7000	-0.120
INO1	C2	0.50	2.275	-0.02
INO1	H1	0.27	1.3582	-0.03
INO1	H2	0.08	0.2245	-0.046
INO1	N1	-0.32	1.85	-0.20
INO1	N3	-0.61	1.70	-0.120
LEU	C	0.51	2.0000	-0.110
LEU	CA	0.07	2.0600	-0.080
LEU	CB	-0.18	1.9924	-0.070
LEU	CD1	-0.27	0.2245	-0.046
LEU	CD2	-0.27	0.2245	-0.046
LEU	CG	-0.09	2.0600	-0.080
LEU	HA	0.09	0.7000	-0.046
LEU	HB1	0.09	1.2600	-0.026
LEU	HB2	0.09	1.2600	-0.026
LEU	HD11	0.09	1.2600	-0.026
LEU	HD12	0.09	1.2600	-0.026
LEU	HD13	0.09	1.2600	-0.026
LEU	HD21	0.09	1.2600	-0.026
LEU	HD22	0.09	1.2600	-0.026
LEU	HD23	0.09	1.2600	-0.026
LEU	HG	0.09	1.2600	-0.026
LEU	HN	0.31	1.2500	-0.031
LEU	N	-0.47	1.8500	-0.200
LEU	O	-0.51	1.7000	-0.120
LYS	C	0.51	2.0000	-0.110
LYS	CA	0.07	2.0600	-0.080
LYS	CB	-0.18	1.9924	-0.070
LYS	CD	-0.18	1.9924	-0.070
LYS	CE	0.21	1.9924	-0.070
LYS	CG	-0.18	1.9924	-0.070
LYS	HA	0.09	0.7000	-0.046
LYS	HB1	0.09	1.2600	-0.026
LYS	HB2	0.09	1.2600	-0.026
LYS	HD1	0.09	1.2600	-0.026
LYS	HD2	0.09	1.2600	-0.026
LYS	HE1	0.05	1.2600	-0.026
LYS	HE2	0.05	1.2600	-0.026
LYS	HG1	0.09	1.2600	-0.026
LYS	HG2	0.09	1.2600	-0.026
LYS	HN	0.31	1.2500	-0.031
LYS	HZ1	0.33	1.4680	-0.007
LYS	HZ2	0.33	1.4680	-0.007
LYS	HZ3	0.33	1.4680	-0.007
LYS	N	-0.47	1.8500	-0.200
LYS	NZ	-0.30	1.8500	-0.200
LYS	O	-0.51	1.7000	-0.120
MET	C	0.51	2.0000	-0.110
MET	CA	0.07	2.0600	-0.080
MET	CB	-0.18	1.9924	-0.070
MET	CE	-0.22	0.2245	-0.046
MET	CG	-0.14	1.9924	-0.070
MET	HA	0.09	0.7000	-0.046
MET	HB1	0.09	1.2600	-0.026
MET	HB2	0.09	1.2600	-0.026
MET	HE1	0.09	1.2600	-0.026
MET	HE2	0.09	1.2600	-0.026
MET	HE3	0.09	1.2600	-0.026
MET	HG1	0.09	1.2600	-0.026
MET	HG2	0.09	1.2600	-0.026
MET	HN	0.31	1.2500	-0.031
MET	N	-0.47	1.8500	-0.200
MET	O	-0.51	1.7000	-0.120
MET	SD	-0.09	0.0000	-0.000
MP_0	C1	-0.17	1.90	-0.07
MP_0	H11	0.09	1.85	-0.20
MP_0	H12	0.09	1.85	-0.20
MP_0	H13	0.09	1.85	-0.20
MP_0	H2	0.43	1.3400	-0.028
MP_0	H3	0.43	1.3400	-0.028
MP_0	O1	-0.56	1.77	-0.152
MP_0	O2	-0.63	1.9000	-0.10
MP_0	O3	-0.63	1.9000	-0.10
MP_0	O4	-0.64	1.77	-0.152
MP_0	P1	1.50	2.27	-0.150
MP_1	C1	-0.170	1.90	-0.07
MP_1	H11	0.090	1.85	-0.20
MP_1	H12	0.090	1.85	-0.20
MP_1	H13	0.090	1.85	-0.20
MP_1	H2	0.340	1.3400	-0.028
MP_1	O1	-0.620	1.77	-0.152
MP_1	O2	-0.680	1.9000	-0.10
MP_1	O3	-0.820	1.77	-0.152
MP_1	O4	-0.820	1.77	-0.152
MP_1	P1	1.500	2.27	-0.150
MP_2	C1	-0.270	1.90	-0.07
MP_2	H11	0.090	1.85	-0.20
MP_2	H12	0.090	1.85	-0.20
MP_2	H13	0.090	1.85	-0.20
MP_2	O1	-0.400	1.77	-0.152
MP_2	O2	-0.900	1.77	-0.152
MP_2	O3	-0.900	1.77	-0.152
MP_2	O4	-0.900	1.77	-0.152
MP_2	P1	1.100	2.27	-0.150
NADE	C1'	0.16	2.010	-0.056
NADE	C2	0.50	2.275	-0.02
NADE	C2'	-0.18	2.08	-0.064
NADE	C3'	0.01	2.010	-0.056
NADE	C3T	-0.17	1.9924	-0.07
NADE	C4	0.43	2.275	-0.02
NADE	C4'	0.16	2.010	-0.056
NADE	C5	0.30	2.275	-0.02
NADE	C5'	0.05	1.9924	-0.07
NADE	C6	0.44	1.8000	-0.18
NADE	C8	0.34	2.275	-0.02
NADE	H12'	0.09	1.26	-0.026
NADE	H2	0.13	0.2245	-0.046
NADE	H21'	0.09	1.85	-0.20
NADE	H22'	0.09	1.85	-0.20
NADE	H31'	0.09	1.26	-0.026
NADE	H3T1	0.09	1.26	-0.026
NADE	H3T2	0.09	1.26	-0.026
NADE	H3T3	0.09	1.26	-0.026
NADE	H42'	0.09	1.26	-0.026
NADE	H51'	0.09	1.85	-0.20
NADE	H52'	0.09	1.85	-0.20
NADE	H5T	0.43	1.3400	-0.024
NADE	H61	0.38	0.9000	-0.046
NADE	H62	0.37	0.9000	-0.046
NADE	H8	0.10	0.2245	-0.046
NADE	N1	-0.74	1.85	-0.20
NADE	N3	-0.75	1.85	-0.20
NADE	N6	-0.75	1.85	-0.20
NADE	N7	-0.69	1.70	-0.120
NADE	N9	-0.06	1.85	-0.20
NADE	O1P	-0.78	1.77	-0.152
NADE	O2P	-0.78	1.77	-0.152
NADE	O3'	-0.57	1.77	-0.152
NADE	O3P	-0.57	1.77	-0.152
NADE	O4'	-0.50	1.9000	-0.10
NADE	O5'	-0.66	2.0000	-0.07
NADE	P	1.50	2.27	-0.150
NADH	AC1'	0.16	2.010	-0.056
NADH	AC2	0.50	2.275	-0.02
NADH	AC2'	0.14	2.010	-0.056
NADH	AC3'	0.14	2.010	-0.056
NADH	AC4	0.43	2.275	-0.02
NADH	AC4'	0.16	2.010	-0.056
NADH	AC5	0.28	2.275	-0.02
NADH	AC5'	-0.08	1.9924	-0.07
NADH	AC6	0.46	1.8000	-0.18
NADH	AC8	0.34	2.275	-0.02
NADH	AH1'	0.09	1.26	-0.026
NADH	AH2	0.13	0.2245	-0.046
NADH	AH2'	0.09	1.26	-0.026
NADH	AH2T	0.43	1.3400	-0.024
NADH	AH3'	0.09	1.26	-0.026
NADH	AH3T	0.43	1.3400	-0.024
NADH	AH4'	0.09	1.26	-0.026
NADH	AH5'	0.09	1.85	-0.20
NADH	AH5s	0.09	1.85	-0.20
NADH	AH61	0.38	0.9000	-0.046
NADH	AH62	0.38	0.9000	-0.046
NADH	AH8	0.12	0.2245	-0.046
NADH	AN1	-0.74	1.85	-0.20
NADH	AN3	-0.75	1.85	-0.20
NADH	AN6	-0.77	1.85	-0.20
NADH	AN7	-0.71	1.70	-0.120
NADH	AN9	-0.05	1.85	-0.20
NADH	AO1	-0.82	1.77	-0.152
NADH	AO2	-0.82	1.77	-0.152
NADH	AO2'	-0.66	2.0000	-0.07
NADH	AO3'	-0.66	2.0000	-0.07
NADH	AO4'	-0.50	1.9000	-0.10
NADH	AO5'	-0.62	1.77	-0.152
NADH	AP	1.50	2.27	-0.150
NADH	NC1'	0.16	2.010	-0.056
NADH	NC2	-0.10	1.9000	-0.075
NADH	NC2'	0.14	2.010	-0.056
NADH	NC3	0.36	1.9000	-0.09
NADH	NC3'	0.14	2.010	-0.056
NADH	NC4	-0.28	2.08	-0.064
NADH	NC4'	0.16	2.010	-0.056
NADH	NC5	-0.18	1.9000	-0.09
NADH	NC5'	-0.08	1.9924	-0.07
NADH	NC6	-0.06	1.9000	-0.075
NADH	NC7	0.55	1.8000	-0.18
NADH	NH1'	0.09	1.26	-0.026
NADH	NH2	0.14	1.25	-0.031
NADH	NH2'	0.09	1.26	-0.026
NADH	NH2T	0.43	1.3400	-0.024
NADH	NH3'	0.09	1.26	-0.026
NADH	NH3T	0.43	1.3400	-0.024
NADH	NH4	0.09	1.85	-0.20
NADH	NH4'	0.09	1.26	-0.026
NADH	NH42	0.09	1.85	-0.20
NADH	NH5	0.14	1.25	-0.031
NADH	NH5'	0.09	1.85	-0.20
NADH	NH5s	0.09	1.85	-0.20
NADH	NH6	0.17	1.25	-0.031
NADH	NH71	0.26	0.9000	-0.046
NADH	NH72	0.32	0.9000	-0.046
NADH	NN1	-0.27	1.85	-0.20
NADH	NN7	-0.72	1.85	-0.20
NADH	NO1	-0.82	1.77	-0.152
NADH	NO2	-0.82	1.77	-0.152
NADH	NO2'	-0.66	2.0000	-0.07
NADH	NO3'	-0.66	2.0000	-0.07
NADH	NO4'	-0.50	1.9000	-0.10
NADH	NO5'	-0.62	1.77	-0.152
NADH	NO7	-0.51	1.70	-0.120
NADH	NP	1.50	2.27	-0.150
NADH	O3	-0.68	1.77	-0.152
NADP	AC1'	0.16	2.010	-0.056
NADP	AC2	0.50	2.275	-0.02
NADP	AC2'	0.01	2.010	-0.056
NADP	AC3'	0.14	2.010	-0.056
NADP	AC4	0.43	2.275	-0.02
NADP	AC4'	0.16	2.010	-0.056
NADP	AC5	0.28	2.275	-0.02
NADP	AC5'	-0.08	1.9924	-0.07
NADP	AC6	0.46	1.8000	-0.18
NADP	AC8	0.34	2.275	-0.02
NADP	AH1'	0.09	1.26	-0.026
NADP	AH2	0.13	0.2245	-0.046
NADP	AH2'	0.09	1.26	-0.026
NADP	AH2T	0.34	1.3400	-0.028
NADP	AH3'	0.09	1.26	-0.026
NADP	AH3T	0.43	1.3400	-0.024
NADP	AH4'	0.09	1.26	-0.026
NADP	AH5'	0.09	1.85	-0.20
NADP	AH5s	0.09	1.85	-0.20
NADP	AH61	0.38	0.9000	-0.046
NADP	AH62	0.38	0.9000	-0.046
NADP	AH8	0.12	0.2245	-0.046
NADP	AN1	-0.74	1.85	-0.20
NADP	AN3	-0.75	1.85	-0.20
NADP	AN6	-0.77	1.85	-0.20
NADP	AN7	-0.71	1.70	-0.120
NADP	AN9	-0.05	1.85	-0.20
NADP	AO1	-0.82	1.77	-0.152
NADP	AO1P	-0.82	1.77	-0.152
NADP	AO2	-0.82	1.77	-0.152
NADP	AO2'	-0.62	1.77	-0.152
NADP	AO2P	-0.82	1.77	-0.152
NADP	AO2T	-0.68	1.9000	-0.10
NADP	AO3'	-0.66	2.0000	-0.07
NADP	AO4'	-0.50	1.9000	-0.10
NADP	AO5'	-0.62	1.77	-0.152
NADP	AP	1.50	2.27	-0.150
NADP	AP2	1.50	2.27	-0.150
NADP	NC1'	0.16	2.010	-0.056
NADP	NC2	0.18	1.9000	-0.075
NADP	NC2'	0.14	2.010	-0.056
NADP	NC3	0.05	1.9000	-0.09
NADP	NC3'	0.14	2.010	-0.056
NADP	NC4	-0.05	1.9000	-0.09
NADP	NC4'	0.16	2.010	-0.056
NADP	NC5	-0.10	1.9000	-0.09
NADP	NC5'	-0.08	1.9924	-0.07
NADP	NC6	0.16	1.9000	-0.075
NADP	NC7	0.68	1.8000	-0.18
NADP	NH1'	0.09	1.26	-0.026
NADP	NH2	0.16	1.3200	-0.022
NADP	NH2'	0.09	1.26	-0.026
NADP	NH2T	0.43	1.3400	-0.024
NADP	NH3'	0.09	1.26	-0.026
NADP	NH3T	0.43	1.3400	-0.024
NADP	NH4	0.16	1.3200	-0.022
NADP	NH4'	0.09	1.26	-0.026
NADP	NH5	0.16	1.3200	-0.022
NADP	NH5'	0.09	1.85	-0.20
NADP	NH5s	0.09	1.85	-0.20
NADP	NH6	0.19	1.3200	-0.022
NADP	NH71	0.34	0.9000	-0.046
NADP	NH72	0.36	0.9000	-0.046
NADP	NN1	-0.07	1.85	-0.20
NADP	NN7	-0.82	1.85	-0.20
NADP	NO1	-0.82	1.77	-0.152
NADP	NO2	-0.82	1.77	-0.152
NADP	NO2'	-0.66	2.0000	-0.07
NADP	NO3'	-0.66	2.0000	-0.07
NADP	NO4'	-0.50	1.9000	-0.10
NADP	NO5'	-0.62	1.77	-0.152
NADP	NO7	-0.40	1.70	-0.120
NADP	NP	1.50	2.27	-0.150
NADP	O3	-0.68	1.77	-0.152
NDPH	AC1'	0.16	2.010	-0.056
NDPH	AC2	0.50	2.275	-0.02
NDPH	AC2'	0.01	2.010	-0.056
NDPH	AC3'	0.14	2.010	-0.056
NDPH	AC4	0.43	2.275	-0.02
NDPH	AC4'	0.16	2.010	-0.056
NDPH	AC5	0.28	2.275	-0.02
NDPH	AC5'	-0.08	1.9924	-0.07
NDPH	AC6	0.46	1.8000	-0.18
NDPH	AC8	0.34	2.275	-0.02
NDPH	AH1'	0.09	1.26	-0.026
NDPH	AH2	0.13	0.2245	-0.046
NDPH	AH2'	0.09	1.26	-0.026
NDPH	AH2T	0.34	1.3400	-0.028
NDPH	AH3'	0.09	1.26	-0.026
NDPH	AH3T	0.43	1.3400	-0.024
NDPH	AH4'	0.09	1.26	-0.026
NDPH	AH5'	0.09	1.85	-0.20
NDPH	AH5s	0.09	1.85	-0.20
NDPH	AH61	0.38	0.9000	-0.046
NDPH	AH62	0.38	0.9000	-0.046
NDPH	AH8	0.12	0.2245	-0.046
NDPH	AN1	-0.74	1.85	-0.20
NDPH	AN3	-0.75	1.85	-0.20
NDPH	AN6	-0.77	1.85	-0.20
NDPH	AN7	-0.71	1.70	-0.120
NDPH	AN9	-0.05	1.85	-0.20
NDPH	AO1	-0.82	1.77	-0.152
NDPH	AO1P	-0.82	1.77	-0.152
NDPH	AO2	-0.82	1.77	-0.152
NDPH	AO2'	-0.62	1.77	-0.152
NDPH	AO2P	-0.82	1.77	-0.152
NDPH	AO2T	-0.68	1.9000	-0.10
NDPH	AO3'	-0.66	2.0000	-0.07
NDPH	AO4'	-0.50	1.9000	-0.10
NDPH	AO5'	-0.62	1.77	-0.152
NDPH	AP	1.50	2.27	-0.150
NDPH	AP2	1.50	2.27	-0.150
NDPH	NC1'	0.16	2.010	-0.056
NDPH	NC2	-0.10	1.9000	-0.075
NDPH	NC2'	0.14	2.010	-0.056
NDPH	NC3	0.36	1.9000	-0.09
NDPH	NC3'	0.14	2.010	-0.056
NDPH	NC4	-0.28	2.08	-0.064
NDPH	NC4'	0.16	2.010	-0.056
NDPH	NC5	-0.18	1.9000	-0.09
NDPH	NC5'	-0.08	1.9924	-0.07
NDPH	NC6	-0.06	1.9000	-0.075
NDPH	NC7	0.55	1.8000	-0.18
NDPH	NH1'	0.09	1.26	-0.026
NDPH	NH2	0.14	1.25	-0.031
NDPH	NH2'	0.09	1.26	-0.026
NDPH	NH2T	0.43	1.3400	-0.024
NDPH	NH3'	0.09	1.26	-0.026
NDPH	NH3T	0.43	1.3400	-0.024
NDPH	NH4	0.09	1.85	-0.20
NDPH	NH4'	0.09	1.26	-0.026
NDPH	NH42	0.09	1.85	-0.20
NDPH	NH5	0.14	1.25	-0.031
NDPH	NH5'	0.09	1.85	-0.20
NDPH	NH5s	0.09	1.85	-0.20
NDPH	NH6	0.17	1.25	-0.031
NDPH	NH71	0.26	0.9000	-0.046
NDPH	NH72	0.32	0.9000	-0.046
NDPH	NN1	-0.27	1.85	-0.20
NDPH	NN7	-0.72	1.85	-0.20
NDPH	NO1	-0.82	1.77	-0.152
NDPH	NO2	-0.82	1.77	-0.152
NDPH	NO2'	-0.66	2.0000	-0.07
NDPH	NO3'	-0.66	2.0000	-0.07
NDPH	NO4'	-0.50	1.9000	-0.10
NDPH	NO5'	-0.62	1.77	-0.152
NDPH	NO7	-0.51	1.70	-0.120
NDPH	NP	1.50	2.27	-0.150
NDPH	O3	-0.68	1.77	-0.152
NIC	C10	0.18	1.9000	-0.075
NIC	C12	0.68	1.8000	-0.18
NIC	C3	0.16	1.9000	-0.075
NIC	C5	-0.10	1.9000	-0.09
NIC	C7	-0.05	1.9000	-0.09
NIC	C9	0.05	1.9000	-0.09
NIC	H1	0.45	1.3582	-0.03
NIC	H11	0.16	1.3200	-0.022
NIC	H15	0.34	0.9000	-0.046
NIC	H16	0.36	0.9000	-0.046
NIC	H4	0.19	1.3200	-0.022
NIC	H6	0.16	1.3200	-0.022
NIC	H8	0.16	1.3200	-0.022
NICH	C10	-0.10	1.9000	-0.075
NICH	C12	0.55	1.8000	-0.18
NICH	C3	-0.06	1.9000	-0.075
NICH	C5	-0.18	1.9000	-0.09
NICH	C7	-0.28	2.08	-0.064
NICH	C9	0.36	1.9000	-0.09
NICH	H1	0.42	1.3582	-0.03
NICH	H11	0.14	1.25	-0.031
NICH	H15	0.26	0.9000	-0.046
NICH	H16	0.32	0.9000	-0.046
NICH	H17	0.09	1.85	-0.20
NICH	H4	0.17	1.25	-0.031
NICH	H6	0.14	1.25	-0.031
NICH	H8	0.09	1.85	-0.20
NICH	N14	-0.72	1.85	-0.20
NICH	N2	-0.69	1.85	-0.20
NICH	O13	-0.51	1.70	-0.120
NIC	N14	-0.82	1.85	-0.20
NIC	N2	-0.52	1.85	-0.20
NIC	O13	-0.40	1.70	-0.120
NTER	CA	0.21	2.0600	-0.080
NTER	HA	0.10	0.7000	-0.046
NTER	HT1	0.33	1.4680	-0.007
NTER	HT2	0.33	1.4680	-0.007
NTER	HT3	0.33	1.4680	-0.007
NTER	N	-0.30	1.8500	-0.200
NTHY	C1'	0.16	2.010	-0.056
NTHY	C2	0.51	1.8000	-0.18
NTHY	C2'	-0.18	2.08	-0.064
NTHY	C3'	0.01	2.010	-0.056
NTHY	C3T	-0.17	1.9924	-0.07
NTHY	C4	0.50	1.9000	-0.09
NTHY	C4'	0.16	2.010	-0.056
NTHY	C5	-0.15	2.275	-0.02
NTHY	C5'	0.05	1.9924	-0.07
NTHY	C5M	-0.11	1.90	-0.07
NTHY	C6	0.17	1.9000	-0.09
NTHY	H12'	0.09	1.26	-0.026
NTHY	H21'	0.09	1.85	-0.20
NTHY	H22'	0.09	1.85	-0.20
NTHY	H3	0.36	1.3582	-0.03
NTHY	H31'	0.09	1.26	-0.026
NTHY	H3T1	0.09	1.26	-0.026
NTHY	H3T2	0.09	1.26	-0.026
NTHY	H3T3	0.09	1.26	-0.026
NTHY	H42'	0.09	1.26	-0.026
NTHY	H51	0.07	1.85	-0.20
NTHY	H51'	0.09	1.85	-0.20
NTHY	H52	0.07	1.85	-0.20
NTHY	H52'	0.09	1.85	-0.20
NTHY	H53	0.07	1.85	-0.20
NTHY	H5T	0.43	1.3400	-0.024
NTHY	H6	0.17	0.2245	-0.046
NTHY	N1	-0.34	1.85	-0.20
NTHY	N3	-0.46	1.85	-0.20
NTHY	O1P	-0.78	1.77	-0.152
NTHY	O2	-0.41	1.70	-0.120
